SAMPLE	SPECIES_NAME_PRINT	FAMILY	TRIBE	SUPERTRIBE	GENUS	Type_status	loci_remaining
HEID8007889	Draba altaica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1125
S3267	Draba alticola	Brassicaceae	Arabideae	Arabodae (IV)	Draba		967
S1286	Draba alyssoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1153
HEID8010080	Draba alyssoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8008308	Draba amoena	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1078
HEID8008306	Draba amoena	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1114
HEID8009940	Draba amplexicaulis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1038
HEID8010129	Draba antilibanotica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1144
HEID504403	Draba arabisans	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1187
S3872	Draba araratica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		929
S3726	Draba arauquensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1148
S1191	Draba arbuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1184
HEID8010130	Draba arctica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1152
ERR5555286	Draba arctica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
S4302	Draba arctogena	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1136
ERR5554758	Draba arctogena	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
S1511	Draba aretioides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1137
HEID8010021	Draba aretioides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1105
S1193	Draba aretioides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
HEID8010050	Draba argentifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1094
HEID8010237	Draba argyrea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1104
HEID8010241	Draba arida	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1151
S4284	Draba arseniewi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1162
HEID8003289	Draba arseniewi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1176
HEID505429	Draba aspera	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
HEID8010243	Draba asprella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1158
HEID8010240	Draba asterophora	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1138
HEID8009942	Draba aubrietoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1125
HEID8010239	Draba aucheri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1129
HEID8003334	Draba aurea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
ERR8268426	Draba aurea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
S4035	Draba aureola	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1109
HEID8009943	Draba bagmatiensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1129
S2693	Draba baicalensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1200
HEID8010246	Draba barclayana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1104
S4163	Draba barguzinensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1145
HEID8010244	Draba bartholomewii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
S4564	Draba bennettii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1201
S3562	Draba bertiscea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1143
HEID8010405	Draba bhutanica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
S4465	Draba boerhaavii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1076
S4463	Draba boerhaavii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1131
S4471	Draba boerhaavii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1116
S4467	Draba boerhaavii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
S4469	Draba boerhaavii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1158
HEID8007975	Draba borealis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
HEID8010806	Draba borealis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1134
S1200	Draba borealis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1204
HEID8003115	Draba boyacana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1129
S0928	Draba boyacana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1100
HEID8003262	Draba brachystylis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1130
HEID784061	Draba brackenridgei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8008532	Draba breweri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1128
S4566	Draba bruce-bennettii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1186
HEID8010131	Draba bruniifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1108
HEID8003343	Draba bryoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
HEID8010247	Draba burkei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1130
HEID8003292	Draba cachemirica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1153
HEID8010192	Draba cacuminum	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
ERR5529541	Draba cacuminum	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID8010251	Draba cajamarcensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
HEID8010248	Draba californica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1124
HEID8010811	Draba cana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1125
HEID8008534	Draba cana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1143
ERR5529651	Draba cana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		113
HEID502832	Draba cappadocica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8010229	Draba cardaminiflora	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
S3985	Draba carnosula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1184
S4556	Draba caswellii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1109
S4304	Draba chamissonis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1126
HEID8003133	Draba chionophila	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
HEID8008112	Draba cinerea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
S0930	Draba cinerea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1174
ERR5529536	Draba cinerea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		113
S1057	Draba cocuyana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1158
S0454	Draba confertifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1142
HEID8003126	Draba confertifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1162
HEID8003261	Draba corrugata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1129
HEID8008426	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1083
HEID8008016	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1163
S1199	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1218
HEID8008119	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
ERR5529620	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		113
HEID8008429	Draba corymbosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
HEID8010826	Draba crassa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1134
HEID8010056	Draba crassifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1164
ERR5529533	Draba crassifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
HEID712283	Draba cretica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1130
HEID8010254	Draba cryophila	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1156
S0535	Draba cryptantha	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1141
S3746	Draba cuatrecasana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		505
HEID8010135	Draba cusickii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1102
HEID8010136	Draba cuspidata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1113
HEID8010137	Draba cuzcoensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
S2703	Draba darwasica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1174
HEID8010257	Draba daviesiae	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1119
HEID8010138	Draba dedeana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1126
HEID8003120	Draba demareei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
HEID8010059	Draba densifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1105
S0935	Draba depressa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1202
HEID8003137	Draba depressa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1143
HEID8010139	Draba discoidea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		793
S1192	Draba discoidea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1176
HEID8010140	Draba doerfleri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8010141	Draba dolomitica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
HEID8010256	Draba draboides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1125
ERR2990284	Draba dubia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		141
HEID404442	Draba dubia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1127
ERR2990283	Draba dubia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
HEID8010258	Draba ecuadoriana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1095
HEID8010260	Draba elata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
S2026	Draba elata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
HEID8008213	Draba elegans	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1099
S2632	Draba elisabethae	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1215
HEID500025	Draba ellipsoidea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1154
S1982	Draba ellipsoidea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
S1871	Draba eriopoda	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1202
HEID8009947	Draba eriopoda	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1137
HEID8007999	Draba eschscholtzii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
HEID8010259	Draba extensa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1116
HEID8008546	Draba exunguiculata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1149
S0933	Draba farsetioides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
ERR5529581	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		119
HEID8008122	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1131
S1872	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1197
HEID8008102	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1151
HEID8008105	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8010828	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1115
HEID500957	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1120
ERR2990290	Draba fladnizensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
HEID9200281	Draba fuhaiensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1107
S0931	Draba funckiana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1173
S1113	Draba funckii	Brassicaceae	Arabideae	Arabodae (IV)	Draba	Type	1149
S1121	Draba funckii	Brassicaceae	Arabideae	Arabodae (IV)	Draba	Isotype	1201
S3786	Draba funiculosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1125
S1585	Draba funiculosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
HEID504567	Draba gilliesii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1101
HEID8008115	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1119
HEID8007991	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1108
HEID504402	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1122
HEID8010807	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1095
HEID8003207	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
ERR8268782	Draba glabella	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
S4488	Draba glabrescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1034
S4486	Draba glabrescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1044
S4492	Draba glabrescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1076
S4494	Draba glabrescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1072
S4490	Draba glabrescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1139
HEID8010812	Draba glacialis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1116
HEID8007915	Draba glacialis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1110
ERR5555215	Draba glacialis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		110
HEID8010263	Draba globosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1110
HEID8003297	Draba glomerata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1140
HEID8009950	Draba gracillima	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1114
S2034	Draba gracillima	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
S3769	Draba graminea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1116
HEID8003394	Draba grandis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1095
HEID8010262	Draba grayana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1115
S1536	Draba hallii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1181
HEID8010033	Draba hallii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1085
S1194	Draba hallii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1208
HEID8009999	Draba hammenii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
S3518	Draba handelii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1168
HEID8010189	Draba haynaldii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1106
HEID8010264	Draba healyi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1119
HEID8003104	Draba helleriana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1101
HEID8010266	Draba henrici	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1118
HEID8010183	Draba heterocoma	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1090
S0974	Draba hidalgensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1156
HEID8009951	Draba himachalensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1107
HEID501437	Draba hispanica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1145
HEID8002968	Draba hispanica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1136
S1873	Draba hispida	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1204
HEID8002960	Draba hispida	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1184
SRR22964319	Draba hispida	Brassicaceae	Arabideae	Arabodae (IV)	Draba		115
S2613	Draba hissarica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1212
HEID8010265	Draba hitchcockii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1119
S0937	Draba hookeri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1036
HEID8003143	Draba hookeri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1146
HEID8010146	Draba hoppeana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		999
ERR2990293	Draba hoppeana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID8010398	Draba howellii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1122
HEID8010399	Draba huetii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1134
HEID8010147	Draba huteri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1069
HEID8010230	Draba imbricata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		48
S2658	Draba imeretica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1213
S0902	Draba incana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1042
S4510	Draba incana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1201
S4514	Draba incana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1166
HEID501605	Draba incana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1160
ERR5554744	Draba incana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID8002997	Draba incerta	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1124
HEID8008561	Draba incerta	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
HEID8010149	Draba incompta	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1127
HEID8010267	Draba incrassata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8010188	Draba inexpectata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1149
S4306	Draba insularis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1196
HEID8009953	Draba involucrata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1102
HEID8010063	Draba jaegeri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1106
HEID8010268	Draba jaegeri	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1136
S3696	Draba japonica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1165
HEID8010342	Draba jiulongensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
HEID8003102	Draba jorullensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1109
S0582	Draba jorullensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
S1512	Draba jorullensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
HEID8009954	Draba jucunda	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1136
HEID8008569	Draba juvenilis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1174
HEID8003409	Draba juvenilis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
HEID8010819	Draba juvenilis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1197
ERR5529470	Draba juvenilis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID8008035	Draba kamtschatica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1159
HEID504408	Draba kitadakensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1193
S4160	Draba kodarica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1161
HEID8009955	Draba koeiei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1144
HEID8008261	Draba kongboiana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1104
HEID504118	Draba korabensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1130
S4319	Draba korshinskyi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1174
HEID8008332	Draba korshinskyi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1175
HEID8003410	Draba kotschyi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1102
HEID8010151	Draba kuemmerlei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1141
S2616	Draba kuramensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1218
HEID8010815	Draba kusnetzowii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
HEID8010198	Draba lacaitae	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
HEID8008106	Draba lactea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1172
ERR5554645	Draba lactea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		109
ERR2990321	Draba ladina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		114
HEID8010154	Draba ladina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
HEID8010269	Draba ladyginii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1141
HEID8010825	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1151
HEID500003	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1155
HEID8008334	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1154
HEID8007966	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1156
HEID8008564	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
HEID8008266	Draba lanceolata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1173
S0936	Draba lapaziana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1189
HEID8003146	Draba lapaziana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1116
S4089	Draba lasiocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1164
S3732	Draba lasiocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1173
HEID8010155	Draba lasiophylla	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID500027	Draba lasiophylla	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1141
HEID8003427	Draba lemmonii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
HEID8009960	Draba lichiangensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1132
HEID8008268	Draba lichiangensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1158
S0926	Draba lindenii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1191
HEID8003157	Draba lindenii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1212
HEID8009961	Draba linearifolia	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1045
S4307	Draba lipskyi	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1175
S0975	Draba litamo	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1171
HEID8010272	Draba loayzana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
S0568	Draba loiseleurii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1153
HEID8010156	Draba loiseleurii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1123
HEID8008566	Draba lonchocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1181
HEID8008110	Draba lonchocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
HEID504563	Draba lonchocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1186
ERR5529447	Draba lonchocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID8010809	Draba lonchocarpa var. lonchocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1155
HEID8010324	Draba longiciliata	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1025
HEID8003271	Draba longisiliqua	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1122
HEID8010273	Draba longisquamosa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1102
HEID8010158	Draba lutescens	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1175
HEID8009962	Draba macbeathiana	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1105
S1029	Draba macleanii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		690
HEID8003150	Draba macleanii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1111
HEID8010276	Draba macounii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1115
S3710	Draba macrocarpa	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1168
SRR16115818	Draba macrosperma	Brassicaceae	Arabideae	Arabodae (IV)	Draba		101
S4309	Draba magadanensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1078
HEID502863	Draba magellanica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1148
HEID8010275	Draba maguirei	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1168
S4516	Draba majuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1100
S4535	Draba majuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1139
S4508	Draba majuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1122
S4518	Draba majuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1143
S4496	Draba majuscula	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1138
HEID8010279	Draba malpighiacea	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1118
HEID8009963	Draba matangensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1120
S0927	Draba matthioloides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1174
HEID8009964	Draba melanopus	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1118
S4236	Draba meskhetica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1102
S2638	Draba metaarctica	Brassicaceae	Arabideae	Arabodae (IV)	Draba	Isotype	1206
