ACCEPTED	FAMILY	SPECIES_NAME_PRINT	BIONOMIAL	SUBSP_VAR	SUBFAMILY	SUPERTRIBE	TRIBE_FULL	GENUS	GROWTH_FORM	WCVP_WGSRPD_LEVEL_1_native	WCVP_WGSRPD_LEVEL_2_native	WCVP_WGSRPD_LEVEL_3_native	Island_endemic	gbif_matchType	gbif_usageKey	checked_KasperH_if_not_ACCEPTED
Y	Brassicaceae	Physaria lata	Physaria lata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	NWM		EXACT	3049096	
Y	Brassicaceae	Physaria lateralis	Physaria lateralis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	85	AGE, AGS, AGW		EXACT	3049072	
Y	Brassicaceae	Physaria lepidota	Physaria lepidota		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	UTA		EXACT	3049229	
Y	Brassicaceae	Physaria lepidota subsp. lepidota	Physaria lepidota	subsp. lepidota	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225659	
Y	Brassicaceae	Physaria lepidota subsp. membranacea	Physaria lepidota	subsp. membranacea	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049230	
Y	Brassicaceae	Physaria lesicii	Physaria lesicii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT		EXACT	3049075	
Y	Brassicaceae	Physaria lindheimeri	Physaria lindheimeri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77, 79	MXE, TEX		EXACT	3048981	
Y	Brassicaceae	Physaria ludoviciana	Physaria ludoviciana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74, 76, 77	ARI, CAL, COL, ILL, IOW, KAN, MIN, MNT, NDA, NEB, NEV, NWM, OKL, SDA, UTA, WIS, WYO		EXACT	3048930	
Y	Brassicaceae	Physaria macrocarpa	Physaria macrocarpa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WYO		EXACT	3049268	
Y	Brassicaceae	Physaria mcvaughiana	Physaria mcvaughiana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77, 79	MXE, TEX		EXACT	3049227	
Y	Brassicaceae	Physaria mendocina	Physaria mendocina		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	85	AGE, AGS, AGW, URU		EXACT	3048997	
Y	Brassicaceae	Physaria mexicana	Physaria mexicana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3049209	
Y	Brassicaceae	Physaria mirandiana	Physaria mirandiana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3049196	
Y	Brassicaceae	Physaria montana	Physaria montana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74, 76, 77	ARI, COL, NEB, NWM, SDA, WYO		EXACT	3049163	
Y	Brassicaceae	Physaria multiceps	Physaria multiceps		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	IDA, UTA, WYO		EXACT	3049131	
Y	Brassicaceae	Physaria navajoensis	Physaria navajoensis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77	ARI, NWM		EXACT	3049094	
Y	Brassicaceae	Physaria nelsonii	Physaria nelsonii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	UTA, WYO		EXACT	3049129	
Y	Brassicaceae	Physaria newberryi	Physaria newberryi		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77	ARI, NEV, NWM, UTA		EXACT	3049211	
Y	Brassicaceae	Physaria newberryi subsp. newberryi	Physaria newberryi	subsp. newberryi	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7068665	
Y	Brassicaceae	Physaria newberryi subsp. yesicola	Physaria newberryi	subsp. yesicola	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049215	
Y	Brassicaceae	Physaria obcordata	Physaria obcordata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049170	
Y	Brassicaceae	Physaria obdeltata	Physaria obdeltata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA		EXACT	3049073	
Y	Brassicaceae	Physaria occidentalis	Physaria occidentalis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	CAL, IDA, NEV, ORE, UTA, WAS		EXACT	3049003	
Y	Brassicaceae	Physaria occidentalis subsp. cinerascens	Physaria occidentalis	subsp. cinerascens	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049005	
Y	Brassicaceae	Physaria occidentalis subsp. occidentalis	Physaria occidentalis	subsp. occidentalis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049009	
Y	Brassicaceae	Physaria okanensis	Physaria okanensis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	85	AGW		EXACT	7984224	
Y	Brassicaceae	Physaria oregona	Physaria oregona		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA, ORE, WAS		EXACT	3049135	
Y	Brassicaceae	Physaria ovalifolia	Physaria ovalifolia		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74, 77	COL, KAN, NEB, NWM, OKL, TEX		EXACT	3049249	
Y	Brassicaceae	Physaria ovalifolia subsp. alba	Physaria ovalifolia	subsp. alba	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049250	
Y	Brassicaceae	Physaria ovalifolia subsp. ovalifolia	Physaria ovalifolia	subsp. ovalifolia	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049254	
Y	Brassicaceae	Physaria pachyphylla	Physaria pachyphylla		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT		EXACT	3049112	
Y	Brassicaceae	Physaria pallida	Physaria pallida		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	TEX		EXACT	3049191	
Y	Brassicaceae	Physaria palmeri	Physaria palmeri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXN		EXACT	3049161	
Y	Brassicaceae	Physaria parviflora	Physaria parviflora		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049127	
Y	Brassicaceae	Physaria parvula	Physaria parvula		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	COL, UTA, WYO		EXACT	3049086	
Y	Brassicaceae	Physaria pendula	Physaria pendula		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	NEV		EXACT	3048995	
Y	Brassicaceae	Physaria peninsularis	Physaria peninsularis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXN		EXACT	3048972	
Y	Brassicaceae	Physaria pinetorum	Physaria pinetorum		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77	ARI, NWM		EXACT	3048928	
Y	Brassicaceae	Physaria prostrata	Physaria prostrata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	IDA, UTA, WYO		EXACT	3048905	
Y	Brassicaceae	Physaria pruinosa	Physaria pruinosa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 77	COL, NWM		EXACT	3049245	
Y	Brassicaceae	Physaria pueblensis	Physaria pueblensis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXC, MXS		EXACT	3049222	
Y	Brassicaceae	Physaria pulvinata	Physaria pulvinata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049059	
Y	Brassicaceae	Physaria purpurea	Physaria purpurea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77, 79	ARI, MXE, MXG, MXN, NWM, TEX		EXACT	3049204	
Y	Brassicaceae	Physaria pycnantha	Physaria pycnantha		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA, MNT		EXACT	3049083	
Y	Brassicaceae	Physaria pygmaea	Physaria pygmaea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	85	AGW		EXACT	3049044	
Y	Brassicaceae	Physaria rectipes	Physaria rectipes		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76, 77	ARI, COL, NWM, UTA		EXACT	3049187	
Y	Brassicaceae	Physaria recurvata	Physaria recurvata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	TEX		EXACT	3049146	
Y	Brassicaceae	Physaria reediana	Physaria reediana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74	COL, NEB, WYO		EXACT	3049138	
Y	Brassicaceae	Physaria rollinsii	Physaria rollinsii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049098	
Y	Brassicaceae	Physaria rosei	Physaria rosei		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXC, MXE, MXG		EXACT	3049120	
Y	Brassicaceae	Physaria rosei subsp. perotensis	Physaria rosei	subsp. perotensis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049121	
Y	Brassicaceae	Physaria rosei subsp. rosei	Physaria rosei	subsp. rosei	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225666	
Y	Brassicaceae	Physaria saximontana	Physaria saximontana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT, WYO		EXACT	3049077	
Y	Brassicaceae	Physaria saximontana subsp. dentata	Physaria saximontana	subsp. dentata	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049078	
Y	Brassicaceae	Physaria saximontana subsp. saximontana	Physaria saximontana	subsp. saximontana	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225664	
Y	Brassicaceae	Physaria schaffneri	Physaria schaffneri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3048967	
Y	Brassicaceae	Physaria scrotiformis	Physaria scrotiformis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049061	
Y	Brassicaceae	Physaria sessilis	Physaria sessilis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	TEX		EXACT	3048919	
Y	Brassicaceae	Physaria sinuosa	Physaria sinuosa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXC		EXACT	3048896	
Y	Brassicaceae	Physaria spatulata	Physaria spatulata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	71, 73, 74	ABT, MNT, NDA, NEB, SAS, SDA, WYO		EXACT	3049016	
Y	Brassicaceae	Physaria subumbellata	Physaria subumbellata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	COL, UTA, WYO		EXACT	3049233	
Y	Brassicaceae	Physaria tenella	Physaria tenella		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 79	ARI, CAL, MXN, NEV, UTA		EXACT	3049216	
Y	Brassicaceae	Physaria thamnophila	Physaria thamnophila		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	TEX		EXACT	3049198	
Y	Brassicaceae	Physaria tumulosa	Physaria tumulosa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	UTA		EXACT	3049179	
Y	Brassicaceae	Physaria urbaniana	Physaria urbaniana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	83, 85	AGW, BOL		EXACT	3048974	
Y	Brassicaceae	Physaria valida	Physaria valida		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	NWM, TEX		EXACT	3049101	
Y	Brassicaceae	Physaria vicina	Physaria vicina		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049057	
Y	Brassicaceae	Physaria vitulifera	Physaria vitulifera		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049013	
Y	Brassicaceae	Physaria wyndii	Physaria wyndii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3049014	
Y	Brassicaceae	Synthlipsis densiflora	Synthlipsis densiflora		Brassicoideae	Camelinodae (I)	Physarieae	Synthlipsis	H	7	79	MXE		EXACT	5373317	
Y	Brassicaceae	Synthlipsis greggii	Synthlipsis greggii		Brassicoideae	Camelinodae (I)	Physarieae	Synthlipsis	H	7	77, 79	MXE, TEX		EXACT	5373318	
Y	Brassicaceae	Plagioloba crenulata	Plagioloba crenulata		Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H			NA		HIGHERRANK	3050766	Y (corrected)
Y	Brassicaceae	Plagioloba crenulata var. crenulata	Plagioloba crenulata	var. crenulata	Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H							
Y	Brassicaceae	Plagioloba crenulata var. exacoides	Plagioloba crenulata	var. exacoides	Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H			NA		HIGHERRANK	3690132	
Y	Brassicaceae	Plagioloba deraki	Plagioloba deraki		Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H			NA		HIGHERRANK	3690132	
Y	Brassicaceae	Plagioloba meyeri	Plagioloba meyeri		Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H			NA		HIGHERRANK	5376102	Y (corrected)
Y	Brassicaceae	Plagioloba perfoliata	Plagioloba perfoliata		Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H	1, 2, 3, 4	11, 13, 14, 20, 32, 33, 34, 40	AFG, ALB, ALG, AUT, BUL, CYP, CZE, EAI, EGY, GER, GRC, HUN, IRN, IRQ, ITA, KAZ, KGZ, KRY, LBS, LBY, MOR, NCS, PAK, PAL, POL, ROM, RUC, RUE, RUS, TCS, TKM, TUE, TUN, TUR, TZK, UKR, UZB, YUG		HIGHERRANK	3040910	Y (corrected)
Y	Brassicaceae	Plagioloba persica	Plagioloba persica		Brassicoideae	Brassicodae (II)	Plagiolobeae	Plagioloba	H	3, 4	32, 33, 34, 40	AFG, IRN, IRQ, PAK, TCS, TUR, TZK, UZB		HIGHERRANK	3040908	Y (corrected)
Y	Brassicaceae	Atacama nivea	Atacama nivea		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Atacama	W	8	85	CLN		EXACT	11000999	
Y	Brassicaceae	Machaerophorus arequipa	Machaerophorus arequipa		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Machaerophorus	H	8	83	PER		EXACT	10745589	
Y	Brassicaceae	Machaerophorus laticarpus	Machaerophorus laticarpus		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Machaerophorus	H	8	83	PER		EXACT	10769883	
Y	Brassicaceae	Machaerophorus matthioloides	Machaerophorus matthioloides		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Machaerophorus	H	8	83	PER		EXACT	5377663	
Y	Brassicaceae	Mathewsia auriculata	Mathewsia auriculata		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	W	8	85	CLC, CLN		EXACT	5377654	
Y	Brassicaceae	Mathewsia collina	Mathewsia collina		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H	8	85	CLC, CLN		EXACT	5377657	
Y	Brassicaceae	Mathewsia densifolia	Mathewsia densifolia		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H	8	83	PER		EXACT	5377665	
Y	Brassicaceae	Mathewsia densifolia var. densifolia	Mathewsia densifolia	var. densifolia	Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H			NA		EXACT	7225591	
Y	Brassicaceae	Mathewsia densifolia var. stylosa	Mathewsia densifolia	var. stylosa	Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H			NA		EXACT	5377666	
Y	Brassicaceae	Mathewsia foliosa	Mathewsia foliosa		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H	8	85	CLC, CLN		EXACT	5377656	
Y	Brassicaceae	Mathewsia incana	Mathewsia incana		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	W	8	85	CLN		EXACT	5377664	
Y	Brassicaceae	Mathewsia linearifolia	Mathewsia linearifolia		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H	8	85	CLC, CLN		EXACT	5377659	
Y	Brassicaceae	Mathewsia peruviana	Mathewsia peruviana		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Mathewsia	H	8	83	PER		EXACT	5377655	
Y	Brassicaceae	Schizopetalon arcuatum	Schizopetalon arcuatum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLN		EXACT	3050348	
Y	Brassicaceae	Schizopetalon bipinnatifidum	Schizopetalon bipinnatifidum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC, CLN		EXACT	3050344	
Y	Brassicaceae	Schizopetalon biseriatum	Schizopetalon biseriatum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLN		EXACT	3050336	
Y	Brassicaceae	Schizopetalon brachycarpum	Schizopetalon brachycarpum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC		EXACT	3050347	
Y	Brassicaceae	Schizopetalon corymbosum	Schizopetalon corymbosum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC		EXACT	3050343	
Y	Brassicaceae	Schizopetalon dentatum	Schizopetalon dentatum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC, CLN		EXACT	3050350	
Y	Brassicaceae	Schizopetalon maritimum	Schizopetalon maritimum		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC, CLN		EXACT	3050345	
Y	Brassicaceae	Schizopetalon rupestre	Schizopetalon rupestre		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	AGW, CLN		EXACT	3050338	
Y	Brassicaceae	Schizopetalon tenuifolium	Schizopetalon tenuifolium		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLN		EXACT	3050349	
Y	Brassicaceae	Schizopetalon walkeri	Schizopetalon walkeri		Brassicoideae	Heliophilodae (V)	Schizopetaleae	Schizopetalon	H	8	85	CLC		EXACT	3050337	
Y	Brassicaceae	Schrenkiella parvula	Schrenkiella parvula		Brassicoideae	Brassicodae (II)	Schrenkielleae	Schrenkiella	H	1, 3	14, 32, 33, 34, 36	CHX, KAZ, RUS, TCS, TKM, TUR, UZB		EXACT	7959676	
Y	Brassicaceae	Shehbazia tibetica	Shehbazia tibetica		Brassicoideae	Hesperodae (III)	Shehbazieae	Shehbazia	H	3	36	CHN, CHQ, CHT		EXACT	11103722	
Y	Brassicaceae	Sisymbrium aculeolatum	Sisymbrium aculeolatum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3, 4	34, 40	AFG, IRN, PAK, SIN		EXACT	3046760	
Y	Brassicaceae	Sisymbrium aegyptiacum	Sisymbrium aegyptiacum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 3, 4	20, 24, 34, 35, 40	AFG, ALG, DJI, EGY, GST, IRN, IRQ, KUW, LBS, LBY, MOR, OMA, PAK, PAL, SAU, SIN, SOM, TUN, YEM		FUZZY	3689728	Y
Y	Brassicaceae	Sisymbrium afghanicum	Sisymbrium afghanicum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3, 4	34, 40	AFG, PAK		EXACT	3046903	
Y	Brassicaceae	Sisymbrium altissimum	Sisymbrium altissimum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 3, 4	11, 13, 14, 30, 32, 33, 34, 36, 37, 40	AFG, ALB, ALT, BLR, BRY, BUL, CHM, CHT, CHX, GRC, HUN, IRK, IRN, IRQ, ITA, KAZ, KGZ, KRA, KRY, LBS, MON, NCS, PAK, POL, ROM, RUC, RUE, RUS, TCS, TKM, TUE, TUR, TZK, UKR, UZB, WHM, WSB, YUG		EXACT	3046736	
Y	Brassicaceae	Sisymbrium assoanum	Sisymbrium assoanum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	SPA		EXACT	3046776	
Y	Brassicaceae	Sisymbrium austriacum	Sisymbrium austriacum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	11, 12, 13	AUT, BGM, CZE, FRA, GER, ITA, SPA, SWI		EXACT	3046913	
Y	Brassicaceae	Sisymbrium austriacum subsp. austrinum	Sisymbrium austriacum	subsp. austrinum	Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H							
?	Brassicaceae	Sisymbrium austriacum subsp. chrysanthum	Sisymbrium austriacum	subsp. chrysanthum	Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H			NA		EXACT	3046925	
Y	Brassicaceae	Sisymbrium brassiciforme	Sisymbrium brassiciforme		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3, 4	32, 34, 36, 37, 40	AFG, CHT, CHX, KAZ, KGZ, MON, NEP, PAK, TKM, TZK, UZB, WHM		EXACT	3046864	
Y	Brassicaceae	Sisymbrium burchellii	Sisymbrium burchellii		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	2	27	BOT, CPP, NAM, OFS		EXACT	3046869	
Y	Brassicaceae	Sisymbrium burchellii var. Bruchelli	Sisymbrium burchellii	var. bruchelli	Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H							
Y	Brassicaceae	Sisymbrium burchellii var. burchelli	Sisymbrium burchellii	var. burchelli	Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	#N/A			NA		FUZZY	7225545	
Y	Brassicaceae	Sisymbrium burchellii var. dinteri	Sisymbrium burchellii	var. dinteri	Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H			NA		EXACT	3046870	
Y	Brassicaceae	Sisymbrium capense	Sisymbrium capense		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	2	27	CPP, LES, NAT, OFS, TVL		EXACT	3046794	
Y	Brassicaceae	Sisymbrium cavanillesianum	Sisymbrium cavanillesianum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	SPA		EXACT	3046747	
Y	Brassicaceae	Sisymbrium chrysanthum	Sisymbrium chrysanthum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	FRA, POR, SPA		EXACT	3046929	
Y	Brassicaceae	Sisymbrium confertum	Sisymbrium confertum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	13, 14	KRY, TUE		EXACT	3046886	
Y	Brassicaceae	Sisymbrium crassifolium	Sisymbrium crassifolium		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 2	12, 20	ALG, MOR, POR, SPA		EXACT	3046801	
Y	Brassicaceae	Sisymbrium damascenum	Sisymbrium damascenum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	34	IRN, IRQ, LBS, PAL		EXACT	3046889	
Y	Brassicaceae	Sisymbrium dissitiflorum	Sisymbrium dissitiflorum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	2	27	NAM		EXACT	3046757	
Y	Brassicaceae	Sisymbrium elatum	Sisymbrium elatum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	33, 34	TCS, TUR		EXACT	3046898	
Y	Brassicaceae	Sisymbrium erucastrifolium	Sisymbrium erucastrifolium		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	33	NCS, TCS		EXACT	3046827	
Y	Brassicaceae	Sisymbrium erysimoides	Sisymbrium erysimoides		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 2, 3, 4	12, 20, 21, 24, 25, 34, 35, 40	ALG, BAL, CHA, CNY, DJI, EGY, ERI, ETH, GST, IRN, IRQ, KEN, KUW, LBY, MDR, MOR, OMA, PAK, PAL, SAR, SAU, SIN, SOC, SOM, SPA, SUD, TAN, TUN, WSA, YEM		EXACT	3046765	
Y	Brassicaceae	Sisymbrium fugax	Sisymbrium fugax		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	SPA		EXACT	3046907	
Y	Brassicaceae	Sisymbrium gamosepalum	Sisymbrium gamosepalum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	34	AFG		EXACT	3046838	
Y	Brassicaceae	Sisymbrium gaubae	Sisymbrium gaubae		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	34	IRN		EXACT	3046777	
Y	Brassicaceae	Sisymbrium heteromallum	Sisymbrium heteromallum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3, 4	30, 32, 36, 37, 38, 40	ALT, BRY, CHC, CHI, CHN, CHQ, CHS, CHT, CHX, CTA, IRK, KAZ, KOR, KRA, MON, PAK, TVA, WHM, YAK		EXACT	3046935	
Y	Brassicaceae	Sisymbrium hispanicum	Sisymbrium hispanicum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	SPA		EXACT	3046924	
Y	Brassicaceae	Sisymbrium irio	Sisymbrium irio		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 2, 3, 4	11, 12, 13, 20, 21, 22, 24, 32, 33, 34, 35, 36, 40	AFG, ALG, BAL, BUL, CHI, CHX, CNY, COR, CYP, CZE, EAI, EGY, ERI, FRA, GRC, GST, HUN, IRN, IRQ, ITA, KGZ, KRI, KUW, LBS, LBY, MDR, MOR, MTN, NEP, NGR, OMA, PAK, PAL, POR, ROM, SAR, SAU, SIC, SIN, SOM, SPA, SUD, SWI, TCS, TKM, TUE, TUN, TUR, TZK, UZB, WHM, YEM, YUG		EXACT	3046851	
Y	Brassicaceae	Sisymbrium isatidifolium	Sisymbrium isatidifolium		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1	12	SPA		EXACT	10697423	
Y	Brassicaceae	Sisymbrium leucocladum	Sisymbrium leucocladum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	34	IRN		EXACT	11016857	
Y	Brassicaceae	Sisymbrium linifolium	Sisymbrium linifolium		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	7	71, 73, 76, 77	ARI, BRC, COL, IDA, MNT, NEV, NWM, ORE, UTA, WAS, WYO		EXACT	3046734	
Y	Brassicaceae	Sisymbrium loeselii	Sisymbrium loeselii		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	1, 3, 4	11, 13, 14, 30, 32, 33, 34, 36, 37, 40	AFG, ALT, AUT, BLR, BRY, BUL, CHN, CHX, CTA, CZE, GER, GRC, HUN, IRK, IRN, IRQ, ITA, KAZ, KGZ, KRA, KRY, LBS, MON, NCS, PAK, POL, ROM, RUC, RUE, RUS, RUW, TCS, TKM, TUE, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YUG		EXACT	3046875	
Y	Brassicaceae	Sisymbrium luteum	Sisymbrium luteum		Brassicoideae	Brassicodae (II)	Sisymbrieae	Sisymbrium	H	3	31, 36, 38	CHM, CHN, CHQ, JAP, KOR, PRM		EXACT	3046798	
