parent,node,branch.length,label,CI_date,CI_height,date,q1,pp1,gCF,sCF,isTip,age_Ma,q1_num,pp1_num,gCF_num,sCF_num
3452,3453,0.144529,NA,,,-1.80693,0.350802,0.551197,0.797,40.9,FALSE,1.8070899999999028,0.350802,0.551197,0.797,40.9
3453,3454,0.385455,NA,,,-1.42148,0.41137,0.999906,1.24,40.9,FALSE,1.4216349999999096,0.41137,0.999906,1.24,40.9
3454,3455,0.256899,NA,,,-1.16458,0.391878,0.999155,0.449,47.7,FALSE,1.1647359999999054,0.391878,0.999155,0.449,47.7
3453,3456,0.01,NA,,,-1.79693,0.351387,0.136425,0.262,27.6,FALSE,1.7970899999998977,0.351387,0.136425,0.262,27.6
3456,3457,0.313503,NA,,,-1.48343,0.380748,0.939027,0.325,50.3,FALSE,1.4835869999999005,0.380748,0.939027,0.325,50.3
3457,3458,0.224411,NA,,,-1.25902,0.348082,0.410323,1.21,31,FALSE,1.259175999999897,0.348082,0.410323,1.21,31
3452,3459,0.01,NA,,,-1.94146,0.350345,0.617133,0.137,33,FALSE,1.9416189999999034,0.350345,0.617133,0.137,33
3459,3460,0.01,NA,,,-1.93146,0.245724,0,0.211,36.4,FALSE,1.9316189999998983,0.245724,0,0.211,36.4
3460,3461,0.01,NA,,,-1.92146,0.343537,0.102222,4.19,42.5,FALSE,1.9216189999998932,0.343537,0.102222,4.19,42.5
3461,3462,0.120746,NA,,,-1.80072,0.376899,0.77342,8.1,38.2,FALSE,1.8008729999998963,0.376899,0.77342,8.1,38.2
3462,3463,0.191848,NA,,,-1.60887,0.348742,0.299421,0,38.1,FALSE,1.6090249999999031,0.348742,0.299421,0,38.1
3463,3464,0.340065,NA,,,-1.2688,0.459261,1,2.47,45.5,FALSE,1.2689599999999075,0.459261,1,2.47,45.5
3464,3465,0.207644,NA,,,-1.06116,0.343172,0.432166,3.69,29.5,FALSE,1.0613159999999056,0.343172,0.432166,3.69,29.5
3463,3466,0.0786074,NA,,,-1.53026,0.37978,0.933816,0.364,33,FALSE,1.5304175999999075,0.37978,0.933816,0.364,33
